1,2.0,1260759108,2294
1,2.5,1260759113,2455
1,1.0,1260759200,2968
1,3.0,1260759117,3671
1,4.0,1260759191,1953
1,4.0,1260759139,2105
1,3.0,1260759194,2150
1,2.0,1260759198,2193
1,3.0,1260759182,1061
1,2.0,1260759185,1129
1,2.5,1260759144,31
1,3.0,1260759179,1029
1,2.0,1260759187,1287
1,2.0,1260759148,1293
1,4.0,1260759205,1172
1,2.0,1260759151,1263
1,2.5,1260759135,1371
1,1.0,1260759203,1405
1,3.5,1260759125,1339
1,2.0,1260759131,1343
2,3.0,835355896,248
2,3.0,835355664,235
2,4.0,835355681,261
2,4.0,835355511,253
2,5.0,835355840,222
2,3.0,835355511,208
2,3.0,835355552,225
2,1.0,835355749,223
2,3.0,835355710,168
2,3.0,835355441,165
2,3.0,835355664,186
2,3.0,835355511,185
2,5.0,835355395,150
2,3.0,835356016,144
2,3.0,835355493,161
2,4.0,835355441,153
2,4.0,835355586,50
2,3.0,835356031,52
2,3.0,835355749,62
2,4.0,835355532,110
2,4.0,835355493,10
2,5.0,835355681,17
2,5.0,835355604,39
2,4.0,835355552,47
2,4.0,835355731,500
2,3.0,835355880,497
2,5.0,835355767,551
2,3.0,835356109,550
2,3.0,835355767,539
2,4.0,835356199,537
2,4.0,835355731,527
2,4.0,835355817,515
2,4.0,835355719,509
2,4.0,835355860,508
2,5.0,835355395,592
2,5.0,835355395,590
2,5.0,835355697,589
2,3.0,835355441,588
2,3.0,835355779,587
2,3.0,835355790,586
2,5.0,835355817,585
2,3.0,835355860,552
2,4.0,835356141,661
2,4.0,835355978,720
2,3.0,835355511,593
2,3.0,835355932,616
2,5.0,835355586,266
2,5.0,835355697,265
2,4.0,835355779,273
2,3.0,835355767,272
2,4.0,835355395,296
2,3.0,835355492,292
2,4.0,835356044,314
2,3.0,835355532,300
2,1.0,835355918,319
2,2.0,835355551,317
2,4.0,835355441,349
2,3.0,835355492,339
2,3.0,835355628,356
2,4.0,835355697,350
2,3.0,835355604,364
2,3.0,835355749,357
2,3.0,835355619,367
2,2.0,835355932,370
2,3.0,835355968,371
2,3.0,835356094,372
2,3.0,835355710,377
2,3.0,835356165,382
2,2.0,835356246,405
2,3.0,835355532,410
2,4.0,835355604,454
2,3.0,835355511,457
2,4.0,835355790,468
2,2.0,835355828,474
2,4.0,835355643,480
2,3.0,835355918,485
3,3.5,1298932740,44191
3,5.0,1298932770,1197
3,3.0,1298861687,866
3,4.0,1298861628,1235
3,3.0,1298921795,1210
3,2.0,1298923260,595
3,3.0,1298921840,593
3,4.0,1298863157,778
3,3.5,1298932787,736
3,4.0,1298921862,2028
3,4.0,1298863143,1884
3,3.0,1298861789,2513
3,4.0,1298861753,2318
3,4.0,1298861658,1378
3,3.0,1298861605,1271
3,4.5,1298923236,1721
3,3.5,1298922089,1580
3,4.0,1298861733,2841
3,4.0,1298921825,2858
3,5.0,1298862874,2959
3,3.0,1298861968,3243
3,3.0,1298862710,2694
3,3.5,1298861796,2702
3,3.0,1298924017,2716
3,3.5,1298922057,2762
3,3.0,1298922080,6377
3,2.5,1298921787,7153
3,3.0,1298922065,7361
3,3.5,1298861650,8622
3,4.0,1298861633,3510
3,5.0,1298863174,3949
3,3.0,1298923266,5349
3,3.5,1298862672,5669
3,3.5,1298861637,247
3,3.0,1298861761,267
3,3.0,1298861675,60
3,4.0,1298922049,110
3,3.0,1298922100,588
3,3.0,1298923247,592
3,2.5,1298923242,377
3,3.0,1298862528,527
3,2.5,1298861589,355
3,5.0,1298862167,356
3,4.5,1298862418,296
3,5.0,1298862121,318
3,3.0,1298922071,58559
3,4.5,1298862467,50068
3,4.0,1298922130,84236
3,3.5,1298862555,27369
3,3.0,1298932766,8636
3,4.5,1298862361,48783
4,3.0,949920004,1372
4,4.0,949810302,1371
4,4.0,949810582,1356
4,5.0,949919247,1344
4,5.0,949982274,1334
4,4.0,949896275,1332
4,4.0,949811602,1307
4,4.0,949918927,1298
4,5.0,949918743,1291
4,5.0,949811490,1288
4,4.0,949811559,1285
4,5.0,949949396,1282
4,5.0,949919372,1278
4,5.0,949811523,1270
4,5.0,949919591,1265
4,4.0,949811559,1259
4,5.0,949811602,1257
4,5.0,949918743,1258
4,5.0,949896244,1240
4,5.0,949919519,1243
4,5.0,949779173,1225
4,5.0,949919372,1230
4,5.0,949811523,1220
4,5.0,949918693,1222
4,5.0,949810261,1214
4,5.0,949779173,1219
4,5.0,949778714,1210
4,5.0,949895708,1213
4,5.0,949896159,1206
4,5.0,949779173,1208
4,5.0,949779173,1198
4,5.0,949896244,1200
4,4.0,949982239,2033
4,4.0,949896114,2021
4,5.0,949810618,2046
4,4.0,949896183,2034
4,4.0,949919454,2014
4,5.0,949896070,2005
4,4.0,949811738,2020
4,5.0,949778771,2018
4,5.0,949811602,2000
4,5.0,949896309,1994
4,2.0,949918970,2003
4,3.0,949895907,2002
4,5.0,949918743,1961
4,5.0,949810261,1954
4,5.0,949811559,1968
4,3.0,949949538,1967
4,5.0,949919738,1858
4,4.0,949810688,1917
4,2.0,949895956,1918
4,5.0,949810261,1953
4,5.0,949919978,1580
4,4.0,949811559,1663
4,5.0,949896244,1674
4,1.0,949895864,1805
4,5.0,949810261,1387
4,4.0,949810302,1388
4,5.0,949895772,1396
4,3.0,949811230,1544
4,4.0,949918787,1374
4,3.0,949918904,1376
4,3.0,949810688,1377
4,5.0,949896377,1380
4,1.0,949920135,435
4,4.0,949810688,434
4,3.0,949895772,431
4,3.0,949919883,410
4,5.0,949810582,480
4,4.0,949811315,464
4,4.0,949920028,442
4,4.0,949919802,440
4,5.0,949919763,356
4,5.0,949810582,349
4,3.0,949810618,329
4,5.0,949895708,296
4,3.0,949810534,380
4,4.0,949895887,367
4,5.0,949949538,364
4,5.0,949919681,357
4,5.0,949919681,141
4,4.0,949811346,153
4,5.0,949919556,34
4,5.0,949810582,112
4,5.0,949779042,260
4,4.0,949778802,289
4,3.0,949811346,173
4,3.0,949920047,185
4,4.0,949810645,10
4,5.0,949778771,1097
4,5.0,949895732,1089
4,5.0,949896275,1127
4,5.0,949919399,1125
4,5.0,949919419,1194
4,5.0,949919372,1136
4,5.0,949811490,1197
4,5.0,949779173,1196
4,5.0,949896377,1030
4,5.0,949949638,1028
4,5.0,949949538,1032
4,5.0,949896377,1031
4,5.0,949896244,1036
4,5.0,949949638,1033
4,5.0,949811523,1079
4,5.0,949919372,1073
4,5.0,949779022,858
4,5.0,949919189,903
4,4.0,949919306,910
4,5.0,949919247,913
4,5.0,949949396,919
4,4.0,949919454,1011
4,4.0,949919322,1016
